total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
40,19,21,119982285.0,1.105263157894737,0,0,21,40,0,0,0,0,0,0,0,0,1.750258381893627e-07,8.334563723302987e-08,9.168020095633284e-08,2.33201092978e-05,2.01863133378e-05,3.1337959599e-06,4,5,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
48,23,25,99485507.0,1.0869565217391304,0,0,25,48,0,0,0,0,0,0,0,0,2.512928842992176e-07,1.2062058446362444e-07,1.3067229983559313e-07,3.47990386177e-05,4.5634787788e-06,3.02355598388e-05,6,5,0,14,2,0,0,0,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
92,50,42,118679677.0,0.84,0,0,51,92,0,0,0,0,0,0,0,0,4.29728166516665e-07,2.1065106201797297e-07,2.190771044986919e-07,4.29812426941e-05,7.2716746608e-06,3.57095680332e-05,4,4,0,43,0,0,0,0,3,3,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
102,51,51,116367924.0,1.0,0,0,53,102,0,0,0,0,0,0,0,0,4.554519680182661e-07,2.2342926732971538e-07,2.3202270068855058e-07,4.52788003677e-05,3.68486422426e-05,8.430158125e-06,5,4,0,44,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1655,707,948,119631365.0,1.3408769448373408,0,0,962,1655,0,0,0,0,0,0,0,0,8.0413694184e-06,4.0457617448e-06,3.9956076736e-06,0.0006158669175094,0.000351981271801,0.0002638856457083,0,0,0,962,477,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
15,8,7,60153301.0,0.875,0,0,9,15,0,0,0,0,0,0,0,0,8.312095790054814e-08,3.3248383160219254e-08,4.9872574740328894e-08,3.657322147624118e-07,1.9949029896131563e-07,1.6624191580109628e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
113,58,55,118724864.0,0.9482758620689656,0,0,59,113,0,0,0,0,0,0,0,0,4.969472948817191e-07,2.4426222968762466e-07,2.526850651940945e-07,5.06128185583e-05,4.15751160599e-05,9.0377024984e-06,5,4,0,50,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
127,62,65,116332345.0,1.0483870967741935,0,0,65,127,0,0,0,0,0,0,0,0,5.587440019368646e-07,2.750739701843026e-07,2.8367003175256204e-07,5.77827258618e-05,4.80691762897e-05,9.7135495721e-06,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
30,11,19,44881801.0,1.7272727272727273,3,0,17,28,0,0,0,0,1,0,0,0,3.342111872917043e-07,1.1140372909723477e-07,2.228074581944696e-07,9.25987796256e-05,1.42373965786e-05,7.83613830469e-05,0,0,0,15,0,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
11,6,5,11882.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1681,954,727,119564263.0,0.7620545073375262,0,0,955,1681,0,0,0,0,0,0,0,0,7.9873364836e-06,3.9894863902e-06,3.9978500933e-06,0.000610943422116,0.0002633061017571,0.0003476373203588,0,0,0,955,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
4,3,1,34966387.0,0.3333333333333333,0,0,4,4,0,0,0,0,0,0,0,0,1.1439557652896769e-07,8.579668239672574e-08,2.8598894132241923e-08,6.56630609276e-05,4.92472956957e-05,1.64157652319e-05,0,0,0,4,0,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
11,6,5,8982.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
41,20,21,95095936.0,1.05,0,0,21,41,0,0,0,0,0,0,0,0,2.208296261997989e-07,1.051569648570471e-07,1.1567266134275181e-07,2.9422918767e-05,3.9118390926e-06,2.55110796743e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
127,62,65,105962421.0,1.0483870967741935,0,0,65,127,0,0,0,0,0,0,0,0,6.134250179127184e-07,3.019938549724153e-07,3.114311629403032e-07,6.38905749426e-05,5.29999215476e-05,1.08906533949e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
48,24,24,111262857.0,1.0,0,0,25,48,0,0,0,0,0,0,0,0,2.2469313366634122e-07,1.0785270415984376e-07,1.1684042950649741e-07,3.67597966678e-05,4.6196908281e-06,3.21401058396e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
45,22,23,113990238.0,1.0454545454545454,0,0,23,45,0,0,0,0,0,0,0,0,2.0177166399108669e-07,9.649949147399797e-08,1.0527217251708873e-07,3.02306588744e-05,3.8950703831e-06,2.63355884913e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
48,24,24,119836138.0,1.0,0,0,25,48,0,0,0,0,0,0,0,0,2.086182049691889e-07,1.0013673838521065e-07,1.0848146658397821e-07,2.88894490241e-05,2.50508740527e-05,3.8385749714e-06,6,5,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1723,782,941,119751171.0,1.2033248081841432,0,0,962,1723,0,0,0,0,0,0,0,0,8.0333243672e-06,4.0500647797e-06,3.9832595874e-06,0.0006152507686125,0.0003523556358375,0.0002628951327749,0,0,0,962,477,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
125,61,64,105742419.0,1.0491803278688523,0,0,65,125,0,0,0,0,0,0,0,0,6.147012770721653e-07,3.026221671739891e-07,3.120791098981763e-07,6.50259381715e-05,1.08565702473e-05,5.41693679241e-05,4,4,0,57,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,23778.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
49,24,25,115630555.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.162058289869837e-07,1.0377879791375213e-07,1.1242703107323149e-07,4.02834700568e-05,3.08741923793e-05,9.4092776775e-06,4,4,0,17,2,0,0,0,0,0,0,7,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
126,64,62,114130167.0,0.96875,0,0,65,126,0,0,0,0,0,0,0,0,5.69525145792523e-07,2.8038161023631906e-07,2.8914353555620404e-07,5.84770895849e-05,4.87864001811e-05,9.6906894037e-06,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,7820.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
13,8,5,60064654.0,0.625,0,0,9,13,0,0,0,0,0,0,0,0,8.324363276944874e-08,3.3297453107779496e-08,4.9946179661669247e-08,3.6627198418557444e-07,1.9978471864667699e-07,1.6648726553889748e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
1654,943,711,119812379.0,0.7539766702014846,0,0,960,1654,0,0,0,0,0,0,0,0,8.0125276537e-06,3.9895710609e-06,4.0229565928e-06,0.0006131336395548,0.0002633116900216,0.0003498219495332,0,0,0,960,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,15749.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,3970.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1680,726,954,119994795.0,1.3140495867768596,0,0,957,1680,0,0,0,0,0,0,0,0,7.9753459306e-06,3.9918398127e-06,3.9835061179e-06,0.0006102014674886,0.0003472900637065,0.0002629114037821,0,0,0,957,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
45,22,23,102416760.0,1.0454545454545454,0,0,23,45,0,0,0,0,0,0,0,0,2.245726187784109e-07,1.074042959375009e-07,1.1716832284091005e-07,3.36273086553e-05,4.3254639182e-06,2.93018447371e-05,5,4,0,14,2,0,0,0,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
1725,957,768,119974304.0,0.8025078369905956,0,0,958,1725,0,0,0,0,0,0,0,0,7.9850431972e-06,3.9925215986e-06,3.9925215986e-06,0.0006106807671082,0.0002635064255092,0.000347174341599,0,0,0,958,480,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
45,22,23,113905004.0,1.0454545454545454,0,0,23,45,0,0,0,0,0,0,0,0,2.0192264775303465e-07,9.657170109927745e-08,1.0535094665375721e-07,3.02181631985e-05,3.880426535e-06,2.63377366634e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
44,22,22,114269888.0,1.0,0,0,23,44,0,0,0,0,0,0,0,0,2.012778729598475e-07,9.626333054601401e-08,1.050145424138335e-07,3.01566760965e-05,3.8855380693e-06,2.62711380271e-05,5,4,0,14,2,0,0,0,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
107,47,60,115148275.0,1.2765957446808511,0,0,60,107,0,0,0,0,0,0,0,0,5.210672934527244e-07,2.605336467263622e-07,2.605336467263622e-07,5.41215228799e-05,4.4803102782e-05,9.3184200979e-06,5,4,0,51,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,3919.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
125,62,63,107744931.0,1.0161290322580645,0,0,65,125,0,0,0,0,0,0,0,0,6.032766404574522e-07,2.969977306867457e-07,3.062789097707065e-07,6.23880858023e-05,5.19003534375e-05,1.04877323648e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,5584.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
14,8,6,60158749.0,0.75,0,0,9,14,0,0,0,0,0,0,0,0,8.311343043386758e-08,3.324537217354702e-08,4.9868058260320534e-08,3.6569909390901733e-07,1.9947223304128214e-07,1.6622686086773517e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
11,6,5,34195.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
124,57,67,117004782.0,1.1754385964912282,0,0,67,124,0,0,0,0,0,0,0,0,5.7262616839028e-07,2.820397545802872e-07,2.905864138099928e-07,5.96984147194e-05,4.99894098345e-05,9.7090048849e-06,6,5,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,9,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1654,957,697,119690319.0,0.7283176593521421,0,0,958,1654,0,0,0,0,0,0,0,0,8.0039890277e-06,3.9936396192e-06,4.0103494084e-06,0.0006116284141577,0.000263580214871,0.0003480481992866,1,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
121,61,60,101816391.0,0.9836065573770492,0,0,63,121,0,0,0,0,0,0,0,0,6.187608830094951e-07,3.04469640845942e-07,3.14291242163553e-07,6.42332726171e-05,5.42348824758e-05,9.9983901413e-06,5,4,0,54,0,0,0,0,4,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
124,63,61,108225008.0,0.9682539682539684,0,0,65,124,0,0,0,0,0,0,0,0,6.006005562041631e-07,2.95680273823588e-07,3.049202823805752e-07,6.25548579308e-05,5.1891888056e-05,1.06629698747e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1712,955,757,119805792.0,0.7926701570680629,0,0,957,1712,0,0,0,0,0,0,0,0,7.9879276621e-06,3.9897904101e-06,3.9981372519e-06,0.0006109888243132,0.0002633261670687,0.0003476626572444,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
52,25,27,115095051.0,1.08,0,0,27,52,0,0,0,0,0,0,0,0,2.34588713983888e-07,1.1295012154779793e-07,1.216385924360901e-07,3.56748614673e-05,4.5527587454e-06,3.11221027218e-05,6,5,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
11,6,5,13231.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,13648.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1759,952,807,119725578.0,0.8476890756302521,0,0,959,1759,0,0,0,0,0,0,0,0,8.0099842992e-06,3.9924634984e-06,4.0175208007e-06,0.0006128514994515,0.0002635025908999,0.0003493489085515,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
124,63,61,109328476.0,0.9682539682539684,0,0,65,124,0,0,0,0,0,0,0,0,5.945386085872084e-07,2.9269593038139493e-07,3.018426782058135e-07,6.19234827713e-05,5.13681357819e-05,1.05553469893e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1710,947,763,119558663.0,0.805702217529039,0,0,958,1710,0,0,0,0,0,0,0,0,8.0128028865e-06,3.9896732535e-06,4.023129633e-06,0.0006131550668143,0.0002633184347335,0.0003498366320807,0,0,0,958,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
41,20,21,103869519.0,1.05,0,0,21,41,0,0,0,0,0,0,0,0,2.0217673290659986e-07,9.627463471742849e-08,1.0590209818917136e-07,2.69376427939e-05,3.5814164114e-06,2.33562263824e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1700,956,744,119790181.0,0.7782426778242678,0,0,957,1700,0,0,0,0,0,0,0,0,7.9889686451e-06,3.9903103577e-06,3.9986582873e-06,0.0006110684480892,0.0002633604836109,0.0003477079644783,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
48,23,25,116279789.0,1.0869565217391304,0,0,25,48,0,0,0,0,0,0,0,0,2.149986701472257e-07,1.0319936167066832e-07,1.1179930847655737e-07,3.5173782436e-05,4.4203726582e-06,3.07534097778e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
1671,956,715,119798217.0,0.747907949790795,0,0,957,1671,0,0,0,0,0,0,0,0,7.9884327493e-06,3.9900426898e-06,3.9983900595e-06,0.0006110274579462,0.0002633428175312,0.0003476846404149,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
127,60,67,113525975.0,1.1166666666666667,0,0,67,127,0,0,0,0,0,0,0,0,5.901733061530632e-07,2.906823746724043e-07,2.9949093148065894e-07,6.96844929101e-05,5.89468621608e-05,1.07376307492e-05,4,4,0,59,0,0,0,0,5,3,4,0,0.0,0,0,0.0,0,0,10,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
79,39,40,110003446.0,1.0256410256410255,0,0,40,79,0,0,0,0,0,0,0,0,3.6362497225768733e-07,1.818124861288437e-07,1.818124861288437e-07,5.37164990267e-05,4.42167966265e-05,9.4997024002e-06,4,4,0,32,0,0,0,0,0,4,0,0,0.0,0,0,0.0,0,0,13,0.0,0.0,1.5,2,0,normal
1727,952,775,119803356.0,0.8140756302521008,0,0,960,1727,0,0,0,0,0,0,0,0,8.0131311179e-06,3.9898715358e-06,4.0232595821e-06,0.0006131798177673,0.000263331521364,0.0003498482964033,0,0,0,960,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,14671.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,7863.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
50,31,19,114536474.0,0.6129032258064516,0,0,33,50,0,0,0,0,0,0,0,0,2.881178269902041e-07,2.008093945689301e-07,8.730843242127396e-08,8.83037485508e-05,8.58241890701e-05,2.4795594807e-06,6,5,0,22,1,0,0,0,0,0,0,17,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1718,945,773,119774110.0,0.817989417989418,0,0,962,1718,0,0,0,0,0,0,0,0,8.0317858341e-06,3.9908457679e-06,4.0409400662e-06,0.0006147822764034,0.0002633958206827,0.0003513864557206,0,0,0,962,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,13081.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
32,12,20,63266072.0,1.6666666666666667,3,0,19,30,0,0,0,0,1,0,0,0,2.687064245113874e-07,9.483756159225437e-08,1.7386886291913306e-07,7.48268360962e-05,1.01792316109e-05,6.46476044853e-05,1,0,0,16,0,0,0,0,0,0,0,7,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
42,21,21,119947646.0,1.0,0,0,20,42,0,0,0,0,0,0,0,0,1.6673941229326005e-07,8.336970614663e-08,8.336970614663e-08,2.33101698385e-05,3.1180270098e-06,2.01921428287e-05,4,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
131,65,66,109078044.0,1.015384615384615,0,0,67,131,0,0,0,0,0,0,0,0,6.142391038841877e-07,3.0253567803251045e-07,3.1170342585167734e-07,6.22123367008e-05,5.15777492306e-05,1.06345874702e-05,6,5,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1690,734,956,119871870.0,1.3024523160762942,0,0,955,1690,0,0,0,0,0,0,0,0,7.9668399266e-06,3.9875910837e-06,3.9792488429e-06,0.0006095508479178,0.000346920424283,0.0002626304236348,0,0,0,955,477,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
35,14,21,70983120.0,1.5,3,1,20,32,0,0,0,2,1,0,0,0,2.5358141484905145e-07,8.452713828301713e-08,1.690542765660343e-07,7.48065173804e-05,9.072579509e-06,6.57339378714e-05,1,0,0,17,0,0,0,0,0,0,0,7,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1735,955,780,119852386.0,0.8167539267015707,0,0,957,1735,0,0,0,0,0,0,0,0,7.9848222629e-06,3.988239333e-06,3.9965829299e-06,0.0006107512953475,0.0002632237959784,0.000347527499369,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
23,13,10,41839179.0,0.7692307692307693,0,0,16,23,0,0,0,0,0,0,0,0,3.824166817422493e-07,2.86812511306687e-07,9.560417043556232e-08,0.0001351364949106,0.0001126695148583,2.24669800523e-05,1,3,0,12,2,0,0,0,0,0,0,7,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1737,953,784,119733058.0,0.8226652675760755,0,0,959,1737,0,0,0,0,0,0,0,0,8.009483897e-06,3.99221408e-06,4.0172698169e-06,0.0006128132132063,0.000263486129286,0.0003493270839202,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
123,62,61,103447119.0,0.9838709677419356,0,0,65,123,0,0,0,0,0,0,0,0,6.283403600635799e-07,3.093367926466856e-07,3.190035674168945e-07,6.54440651943e-05,5.42886071094e-05,1.11554580848e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,3969.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,8441.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1683,728,955,119778048.0,1.3118131868131868,0,0,957,1683,0,0,0,0,0,0,0,0,7.9897778931e-06,3.9990633342e-06,3.9907145589e-06,0.0006114809952488,0.0003479185100762,0.0002635624851725,0,0,0,957,477,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
